USAF	WBAN	Temperature	Precipitation	WindSpeed	Humidity	City	YRMODAHRMN
221958	28030	***	35.87155254170135	3.5024628026070648	59.25127256499061	Malmo	201801010324
771155	92838	60.01663552271602	80.4437207679505	13.455292288249334	75.76300694565701	Malmo	201801021454
231932	94717	76.49011720544159	27.875987241455302	4.410085268712942	99.7440671230794	Malmo	201801030227
465838	65658	46.741269605637854	21.070496386720315	4.364150691043445	66.11573677939323	Malmo	201801040316
359178	48638	51.12291405770602	95.74480190380962	17.481435466103704	95.24148404671718	Malmo	201801050533
744167	77067	49.196953778498255	0.88632851134689	4.993379054804603	60.701010395473965	Malmo	201801061912
210268	98869	62.01422654331951	99.7820855681978	5.264946930360224	43.283962415499154	Malmo	201801071404
832180	44674	24.054890342454527	67.68212988573956	0.013067815225991	52.25452638210573	Malmo	201801082350
154886	45854	16.15809847083281	82.84692994491171	17.413380682510354	65.12170859966105	Malmo	201801090516
237337	56271	36.17095579456575	29.46193963461932	15.851896264182695	53.17809571567414	Malmo	201801100001
621430	83688	64.73701491703856	1.4315277667059978	12.54657870181356	40.01362229309533	Malmo	201801110039
187498	48518	28.53344855285228	73.78695185615301	15.005315278776845	94.90009226485164	Malmo	201801120317
999159	20267	62.48713519939405	83.41445970006758	3.040971348489836	90.63276467385576	Malmo	201801132223
275203	11062	83.83366731972347	**	9.16647189175151	84.53753388921683	Malmo	201801140846
291335	60448	20.760851536838125	14.28502873008386	7.024387746975618	50.06887573876172	Malmo	201801151520
378167	16229	62.42735251220908	75.34279222569691	1.8755305251403296	47.221814572599165	Malmo	201801160232
141090	66793	45.95001578992912	***	9.72260970429848	44.05628496834299	Malmo	201801172344
429365	57915	76.50624231518037	65.85405156700548	18.414793006852708	83.44175132637528	Malmo	201801181305
164820	14632	26.754784840211784	76.61159327955862	0.8011823810138896	95.72847764127312	Malmo	201801190428
887201	13596	63.86906856028385	84.59214396777321	5.829218269875877	65.83214925478222	Malmo	201801202236
421879	16168	74.34430085466394	61.360411423745845	4.150818724114069	47.14844031976289	Malmo	201801210320
818315	17561	82.01222380212968	8.860471396967906	4.762933073313926	70.7435692439264	Malmo	201801221145
427069	83794	63.1938580368545	48.76278096672109	18.168691037587507	60.92991444751781	Malmo	201801232213
876997	92152	49.79658300860677	7.764933467160507	9.361381084685805	62.48949546099986	Malmo	201801241053
299041	36734	58.4850012944874	40.75430310324308	9.325988258796375	77.27983744934244	Malmo	201801250909
891743	16371	76.56115888246771	40.71064891256276	15.211512849105643	83.12308679573215	Malmo	201801260857
203355	36069	55.08390175799573	6.600984414024158	3.089844080098516	46.63621593238965	Malmo	201801270113
335796	89905	16.187868298172255	34.88205339694793	9.745307082001016	42.13541384838858	Malmo	201801280616
314176	22910	81.0283060765024	11.099809879131485	8.599704282421195	99.6598181611429	Malmo	201801292319
284779	83479	63.6459260742724	80.82352100092221	11.938213810933124	53.96370093493311	Malmo	201801300755
447449	87735	62.70896377596175	94.76880259644707	19.99115406500877	43.22983149450754	Malmo	201801311935
521909	91264	29.528610972635637	7.231647525793861	15.388977881640942	51.3925197457552	Malmo	201802010412
358795	33275	61.43975385675132	95.51152072917014	7.957314060348544	42.33747078090785	Malmo	201802020637
586232	82274	42.35823720709941	52.25765993367452	16.55106104548094	63.508653677030296	Malmo	201802031605
600186	91449	60.88877434698743	29.95656779538739	3.414167266249604	88.14410706707946	Malmo	201802041824
256730	70004	21.674698182175334	7.686207527616351	0.6092737261792025	60.47466698546324	Malmo	201802050240
970910	72981	61.364861931418595	50.06242680704178	4.088967449285461	66.651004412702	Malmo	201802062027
484681	94659	85.957788255488	79.45155444907486	6.808231122285193	80.53520641404633	Malmo	201802071407
249503	64553	17.471266797960034	70.70864772666981	10.211615149191198	70.53364420419281	Malmo	201802082257
754811	58447	84.35654126393484	5.022601146397376	12.302582810823996	91.68674116127946	Malmo	201802091400
627035	44529	43.29737317204668	7.290183536790352	18.21211434428844	91.9621405027454	Malmo	201802100722
748143	85703	76.69424842428266	40.28732826326371	10.197080191009151	40.59464172946922	Malmo	201802110353
552366	86090	70.33175485219569	29.52904940479433	10.025512892514588	86.68277838899195	Malmo	201802120915
165725	27260	54.82517079104008	23.238432305604785	1.0048601964596426	67.64401601450044	Malmo	201802131703
229981	13812	67.1683430660955	28.10044989087136	0.6982310531244762	99.3304324782198	Malmo	201802140735
184654	38024	77.25312041369705	80.34827432968846	11.02319923832744	68.99392455252611	Malmo	201802150951
691723	68656	43.09810315887437	92.9228053631854	8.76357226496689	99.21375672329783	Malmo	201802160315
419030	37285	37.546387632553184	40.510269452756646	16.783607899605972	85.27416167234419	Malmo	201802171109
428947	11605	62.0667237605781	90.61110021324971	3.213591694236904	54.91629307679838	Malmo	201802181033
655839	81158	72.1649078197706	32.1495701247882	0.4994332423409919	72.30369875721746	Malmo	201802191554
373538	82303	68.88452970391634	47.64369863437916	8.980775358602518	99.52813836871496	Malmo	201802201843
431236	37139	71.44258271782168	22.602899781599973	4.74957113504515	91.45183646511542	Malmo	201802210348
628178	87149	45.36199866653117	64.0476042175844	0.992287466776749	45.842013627473264	Malmo	201802221130
665894	66138	72.88406356460155	97.89811151748088	14.49196573695258	82.38231980859976	Malmo	201802231534
589492	86125	22.65505198668381	60.34930960433786	2.231859999144949	60.73477515224879	Malmo	201802240125
356840	23918	53.20321505318117	35.78140841135489	12.166390000155436	40.41893571282089	Malmo	201802250605
573254	95655	14.414623555864758	64.78174459905284	5.620995003337783	64.20885814161997	Malmo	201802260046
449457	37446	37.37017975281946	12.292067846538757	3.4699210071004405	54.08526530349828	Malmo	201802271144
765987	23046	40.38523051074065	88.86590802653987	7.595030458386349	89.1321562312283	Malmo	201802280708
370936	34818	42.524433795866386	50.30839507798363	16.028915524459073	60.23983653074593	Malmo	201803010004
